Sex,Age,Race,Number,Home,Zone,Ext,Obs,Shy,Calm,Frightened,Intelligent,Vigilant,Persevering,Affectionate,Friendly,Solitary,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm
0.4479883511514236,0.7307397115560963,10,2.3774130534423907,2.579371398036506,1.4552469935084835,0.35521242728337155,1.0682215448387984,1.97638468861367,3.5951455181811975,1.6081048836136516,4.989764894063749,3.9069875830931275,2.981948434908583,3.207176302359442,2.065782110094154,3.232858630284545,2.3057251984472638,4.298760252713064,3.118858526002713,3.568938614372346,3.3540996756213977,3.0201093846635736,1.863970860469532,1.5214208070589161,1.4743457126285775
1.3774450432250038,2.4734429940263514,10,2.6245739635945076,1.6457820950960875,0.10023901558270665,0.04515185184586379,2.2486242376429626,2.702619216438402,4.0435013497826,4.8763170092930475,1.707474679776476,3.918577603115912,3.2714653935610407,4.516132708177274,4.257955973865181,4.674308922204109,0.8422200658093731,1.9183078685348465,1.2122019126152337,1.9562511562685148,2.830952932277205,3.4065248610072874,1.2840768177364148,2.0888776100551167,5.142066636809689
1.1508517874591058,2.315440535703724,10,-0.3830138460697461,1.3889286993577592,0.8040587136814805,1.233383356791954,2.0248465936497513,1.991041977622308,4.749846206238971,2.250033648410044,4.6214374739328274,3.52444340294393,4.58870708659031,4.094513664658837,2.632871439785795,3.9381793213788523,0.8027166134445641,0.7074640338882614,2.8254729844328343,2.0858591466384735,2.9288287977964256,4.4221550681694755,2.7011383318033664,2.2851198201465026,1.8867682280663804
0.6548343915208181,2.387747053040603,10,2.6702531105271277,2.23621575501922,1.8114892119613006,-1.2027630392568922,2.156853272431835,0.49464684265289893,2.8429130145999553,1.562799375791998,5.830621057583667,4.396289385553367,2.124957011298851,4.619958934753358,3.9896865632180125,2.6018958489410324,0.43715698995383634,3.9366661139497876,1.7840688129492643,0.7021151939707366,4.3122943250988985,2.5480211572306777,2.225421396662822,0.7202362162600573,3.8421049695807232
0.6671967116414464,0.5484402646792329,10,0.9882956623301369,2.660869208270166,-0.4687882728184968,2.818931293422845,1.9210612401929823,0.8647061197804924,4.220600295462768,1.2690366365971475,5.032365148598813,4.585430736305423,4.027876687420438,2.849826232335018,1.8927667209268855,2.712835225799559,2.5104346635673718,2.064551271030914,3.0034662986591467,2.3005121590342483,4.200964354873809,2.211283947185636,3.2107447304623964,1.4859278239131442,3.0687751881676064
0.18211002085675493,1.636839401559362,10,-0.24348607479366113,4.257048667043127,1.0062035964715876,-0.01569910424248211,1.9802427785671304,2.654879960518928,5.074053345468287,1.7930742901875758,2.5110014124521447,6.222815122522915,2.808845497526412,3.780212588641794,4.368948974002695,3.570567015365715,1.6279823781319172,1.8032299782236725,1.7751617410027967,3.2064535206899674,2.0229502389937477,5.739102114992779,0.4280674903099062,1.010521716189802,-1.6783879170227496
0.029131646349465745,2.7086013019700745,10,2.0896026239181573,0.28132069737421084,1.3943825628201396,1.18966059827542,2.2933545839982283,3.0417365524427264,3.9957412744017486,3.3184020381303974,3.618945235767625,3.7501436979640377,4.260582147110388,3.342051568233775,1.8650959867745138,3.838723755296278,0.6333055990335259,1.3124691911600024,1.4576018109202296,2.8588570416840033,2.197529036391304,2.216816117724399,1.4678476044227828,1.7002477823786006,0.08684014726397371
0.3102906439187199,0.44234475281285546,10,1.8624723520231796,1.6544996528917086,0.38510261749108204,0.9673510745555427,1.7903965825340569,2.318704832828327,5.434447763104513,4.3291456065671925,4.380994494396173,5.22314274118663,4.012060721896046,2.6312790635463625,3.701798030160114,2.485283801701921,1.356737179612134,3.7347546083017717,2.4702205969146007,2.776063244806295,1.58336689151084,2.930782101506755,1.503965614160543,-0.4378636999693527,2.6243135541436695
0.5195345877747239,1.5985331348953142,10,1.5575019438753772,0.8397054085748727,0.4641205500845859,1.9337275535115284,2.417210806995108,3.529564275683095,4.51643719650578,1.9568946932735363,3.9965138811125493,3.7835908372041853,4.240538483140664,3.3265086534115973,4.118009561974776,2.2474539507471016,0.9233559024629454,1.3327711597185008,3.0392902476816275,2.0571171932083003,2.396601739294188,2.0289302435394294,3.3356325757315064,-0.9947000857195781,0.08119120377547084
1.2074531978322363,3.5273796529812738,10,-0.3997660649490906,2.348538399068367,-0.02076152420142363,0.7777656018308744,2.364477822846215,1.5080090956683994,3.319301382783416,4.177757742720435,4.034872231414486,4.1863308107392925,2.2198865843112268,3.904466821171706,3.8865924367817075,3.262693443590164,2.4554279832719197,0.3023621294575505,2.240526888990149,1.8330886822010197,1.990260149792578,3.4901882302813956,-0.30393157935949944,0.1724654810357228,0.5427563959398862
1.4058183684759025,2.4167046845474784,10,-1.0870492200879052,1.3885581941093963,1.1748017915787914,0.8896884388301027,1.3868469188851706,0.3902718897736053,5.938759545369633,1.9037149049519781,3.630664512193047,2.962848008215571,5.118929840538627,3.9067878906056075,4.037043347096018,3.392545361117799,2.56111456811065,2.205411029908429,2.5187158512129812,2.8495382910088933,3.455676151775104,3.385445139279258,1.0054561776439066,1.606070672236796,2.773074755507425
1.0141760798611457,1.7106867546796578,10,4.068534716114883,1.9201640951986043,2.4381650355503033,-0.190876996800333,1.8801464057556219,2.627283621464232,4.688715530972866,1.557110372686203,3.132801355333917,5.003360528353845,3.8496217392280023,2.685455333901741,5.432057393318266,2.8746852698614402,0.9388178567998525,3.933806607340173,4.045575478358778,1.7145249297152305,1.8861908488539585,2.5720584404433624,2.905782731655965,2.4490391086052603,-1.367430463105785
0.6006814210151102,1.1127132497463978,10,1.9714333053738151,1.5569934805459904,1.9853380728877785,2.0552309659671866,1.9497795459204759,2.820798725783505,4.377385090631716,0.9952744204139918,3.585158871003439,4.084248267583912,4.733575060132246,4.900588252224233,4.723503561048033,0.1128168695480869,3.1045640498397695,1.4502298939816733,3.473108439883483,3.71626074645715,1.936041685397651,2.1166168223599366,3.2613365996613437,0.13204467768728456,0.36625252672810904
0.15164168775503328,2.3529005999707033,10,2.876335904221256,4.56937280812265,0.8498132323752218,-1.2728719590407358,2.2159628257980026,1.7890839048454104,3.3930543912945446,2.9607387059839447,3.1037314894900567,3.6960178514627673,4.870678678637073,4.373675214370261,4.440094799014158,3.0557301914941433,1.6889667274664972,3.4868255492587314,2.413197222891897,1.6847389258346288,1.6011779451321004,3.9622750128351445,3.565057943826254,-0.77592145977362,-0.209981126548618
1.6695383807354491,1.0987331732273398,10,1.0319696981521438,2.1607658685493414,0.674124885656742,-0.0417704989531682,1.5494831433189562,3.9642444321584533,3.955727936518018,1.747269652212265,4.356398848917909,5.265832912287975,3.455421234807483,3.875800466503178,4.664442086996303,2.8930406686247867,1.4084210307538623,4.053543511212354,2.8699859071701863,2.2826092036449217,4.1614545258775575,2.2526911361267077,0.8424754220366373,1.0735837224840483,3.26523359869906
0.9642284367859475,2.1083426141622152,10,0.37764953459421324,3.7641753263844224,1.3783520442959822,3.2461141833113265,1.514074575385638,2.051842193817728,4.4360641379984225,2.2642596045451286,4.075121632637671,4.595962611739612,3.3443942530144386,1.4116002094090345,6.170832980589181,1.3144702221147868,2.6140580352470266,5.108875866825035,3.3992847920153717,2.0267237695234464,3.0706849376052943,2.6358973691311567,2.7598803568760277,1.7778625811503705,2.4826115533683706
0.47369294505995163,1.469838249483903,10,1.865947506883098,1.768163351839615,0.32269285913773393,1.0268501947576802,1.5059012597225672,1.443155328937599,3.213246149496874,2.4009380455899847,3.852944911483914,5.2797349191493375,5.182078975374929,2.827560056395766,3.3288878349523947,2.406785386733141,1.6336607479623702,1.6182760964202219,3.130664330713718,3.194261194241838,4.230996697849968,3.5415185055568132,0.7163740619909165,3.0671228988096213,1.8621181698705211
0.8543048448946551,2.9882729537767223,10,2.0742008437926556,3.459272436374566,1.1220714584231932,1.067661796821559,1.3974738792343722,1.37561955980667,3.82495937006518,3.775744807873325,2.3983884266544973,5.446924489156481,2.8108365334960346,3.2085143834126004,2.3719822711490455,2.543854545677974,2.26408502093037,4.052848341899903,2.92929759521962,1.9599971482846712,2.896661859882328,2.760518076407635,1.9527224021535656,1.2285905715853327,0.7339491194526759
-0.25565706859203396,0.7079498474109316,10,0.30802058429915014,1.0744427050057972,0.6504119838554902,1.1603353989500755,1.6605343863947761,2.55350851623346,4.102808888581013,3.504294093142286,3.0384403126541955,6.595237744816963,3.539273044672113,5.494954242177333,3.0478886403501884,3.280914654955958,0.7616673177211039,3.25779893805328,2.627908112016176,3.345540385138231,4.405635561974098,2.7436500474372014,1.0579668104229594,1.749771468345695,3.3302628739507028
0.9271562699300726,1.0774274500557808,10,1.888942651354361,0.6700642935120844,0.6099112742224223,0.09908711624117372,2.1090327001323637,3.681565326846279,3.265198435835905,5.15837739818274,3.294816658991695,5.646693773828666,4.78907266465183,3.7887805072680765,4.832395997569808,1.629888420250809,-0.31865656677499543,3.892320435885769,2.9804109984005462,1.9211362860497458,3.3959486946282658,2.9449603706305005,4.166198898763337,0.3921132336616115,2.3106367649765804
0.9612631451356224,3.258807176766309,10,3.11299498662925,2.1407178042456776,-0.07014805494192988,0.8801969421031133,2.5451783538190402,3.8814509913009987,4.568792836861546,1.204090407100494,3.8739644442580654,3.893235866057487,3.5797046228354628,4.883860487220739,1.605575244069993,2.0631460119306384,1.8570664130851968,2.800906381543256,3.3868361293412317,0.9940625157073026,2.5879515450582757,4.60520877040514,1.9170088978949655,1.2882020070125613,2.1793713282695655
-0.0005803328906307526,2.973866153754302,10,1.03533643068039,3.291491351679226,0.7021373558540612,1.7721820706179936,2.2142680593445236,3.3135289095253935,3.3354141640871644,1.4014185404753097,3.1396241216532297,5.391832319250589,3.2790247591074633,2.338470470181521,6.991814721703477,4.226557068726293,1.2380895092797584,2.7822024421564624,0.7184610843207466,1.2114618132257804,3.7029756905290494,4.408452696260618,3.390449467292531,-0.09859193179781278,-1.2356364679564709
0.6456103808117061,1.8608716925540874,10,1.9029102548872041,3.074238982682574,0.9095428298085444,-0.6759317694205029,2.4245481024086226,-0.8211715637305703,4.327944811126186,4.628502955323272,4.186085014262155,4.067374634752954,5.183948555769639,3.730700499216816,2.1717226524208133,1.8558486829066667,1.329787165965718,2.71036044658041,3.127421877239192,2.2225226765158865,3.0567854250970403,2.697489899721304,2.6150510841514865,2.190961870403643,-0.4623392089957006
1.3212337497951885,1.359695582055856,10,2.900492907553649,1.735459379447157,2.6342071155117694,1.421123214301668,2.240037495972702,4.821338446813391,3.023490664622328,2.216268343976894,4.199437518817127,2.4679952258265505,5.2741073612779115,3.1476310902346825,2.9534887441906057,4.326755283933401,1.4292721628402634,3.3120883251934594,3.3846137941480356,3.0405685106502425,4.280031910415134,3.307924585891014,1.814815541381059,0.7889090732297028,2.033423906986174
0.28888947518650987,1.2513711937665173,10,1.3667165126566707,2.495686191075352,1.5151095169215547,0.6222711444699549,1.791169947304712,0.8708560833394907,1.4201601790365577,2.5950831721852907,3.0262289589302838,3.5804513695557407,3.42814272276473,4.730523634532177,4.165567154828846,1.92497390369121,1.7566851197427147,1.6718468370336728,3.1314680912415107,1.8503247283264503,0.9519968941188144,0.859738731312514,3.3987175888710857,1.7895793845978676,-0.6157752496545066
1.2829262989796035,2.3469783813237974,10,0.06354978667414612,1.1938138367388744,0.4013524700434051,2.744193567371519,2.2387695772078597,2.970327443719622,3.780264081741538,1.1962426860094264,2.3941550012298265,3.8345937625507167,4.082522674678369,3.323432381010611,2.5366888067148956,0.4685246972263353,2.139502411558113,4.045090157342831,2.7113683870954737,2.2903900906487777,2.3300681293733394,2.249326650295952,2.952035909935015,2.274307531589685,2.3614234274743637
0.7884353585780861,1.8846438667444263,10,0.3527681794586415,3.857849373692196,0.76222588151389,1.1008998871654028,1.666226665787816,2.924655897142781,3.744707543156314,4.357252995227411,2.654933483740917,6.489123220157614,3.1633686642694263,5.57965647192083,4.921160232412146,2.0706258700001134,1.132834441293659,3.0956386977990857,1.4005568809147229,1.4925591878208664,1.954375236548327,2.6151371063365527,0.7752948556543455,0.2943231731557937,0.007506181481686025
0.773563404990028,0.9698281453708129,10,0.48709298239485954,2.5093781898028675,1.703013330592281,2.5629293967889213,2.8629657270524134,1.3768159847873551,3.529848937137867,3.3082210736422324,4.543773568338908,4.335621365718774,2.679389121546346,4.96976577648583,3.4921953092391904,2.4070824487954323,1.4290519459784639,4.64999617978387,2.011683228909385,3.176578889965565,0.8476865792889887,2.8332989251407747,3.2827232828788175,-0.5282793676525125,0.7230660549122798
0.17330538499154702,1.4261862410250021,10,0.18259653846050927,1.87445248809411,0.586959005949506,0.9271203379638864,1.7442573618001078,1.6065467414253283,4.601075659166487,1.342898271136921,5.8087355435750645,1.7495204517586878,3.834368773416931,4.73066476864362,5.671860801817894,0.771551144718563,2.525640127266619,2.5789326743967793,2.57162191771551,2.265463589742775,1.7937872519832365,1.7257240719968303,2.540283571444054,0.6239690635897053,1.8331720443770623
1.2182341536186607,0.5314852607185568,10,0.43505070683385294,1.5593121126360554,0.511409815338078,1.12041797162313,1.7186086435004488,0.5212293245748827,5.170320381192192,1.8321196995827078,4.6654169862729695,5.436694247258216,1.3716301361170786,4.023596594063783,1.6599882849810643,3.4652417879696764,1.0342817342522488,3.176893545963752,3.6006913654531947,3.1721461071396098,3.343431061591833,3.17992744113074,2.582149718185533,0.013497046517468747,3.2361090599353215
0.5109552020606141,2.2469719388993785,10,2.4727762731049348,0.6515310079359722,0.21630798477639512,0.7762571000214523,2.975905613343257,1.0999291450761242,2.9697475819399117,-0.01871961497282193,3.70357239454409,1.8090700189032112,2.9386975169017746,5.172786807251526,3.7458623666984696,2.3548225400116,2.2980749054546874,6.387122243404384,2.700863137644315,3.140117589011061,3.4570959792781584,3.880796916923032,0.8201926608415178,2.2065286451563244,1.4174966789441077
0.14152487870440444,1.135140998075518,10,-0.01228642121966761,1.2492522507429509,1.7301069849435367,0.44596264326099566,1.3184993532076437,2.2245178328555437,4.88479226644037,1.4299686189063079,5.761550047114714,3.6379341711849498,1.5184333574663134,4.686850636127772,5.501655192443883,3.440279310190739,3.042896960212638,3.281220898740191,3.5299763928898966,1.6446642045020672,4.933108565657269,3.1181762168583487,2.4467840683082844,0.25043440016349683,0.8008000418382745
0.6926533584719756,2.9628284647852823,10,1.3881864512158286,1.9015947574718337,0.7151032213103692,3.1426725091060916,1.6889494281667463,2.1855820487462747,4.69633634507994,3.639506813806923,3.716523259198352,4.714919591456456,4.383154593994957,3.2114500089475513,2.343631963033438,1.858323969226567,2.1795985217926965,4.0980626032892715,-0.4162770124473356,3.2279592587673633,2.7541740843428077,2.083275678203828,2.4197368196655784,2.723072207449554,1.4334424563409487
0.39849895461574014,1.5294865395278139,10,1.9888606831054114,1.2595184529601935,2.0009919475946623,2.6998235811955387,1.9881601306532766,2.262679417198973,4.652175969555603,1.1725486479693317,3.2516503148826597,4.013070969842024,3.265162769348378,4.614818549298163,3.8367262486807165,2.4840252452700295,1.5794404858372721,2.7618708941405616,5.261657410972854,2.548138458181075,5.2080519631105275,2.8659409469976342,2.110446175930465,0.1477666032894831,-0.5445032505209195
-0.050951195051702536,2.3102255354004493,10,1.1823212132751548,1.1804780633969165,0.8944451947353357,0.5003910600148025,2.4821566526379977,-0.8364341372222128,4.25835750274333,3.46001341443727,4.218552160000673,3.8796156529464656,2.5799589046790543,4.316071192476287,2.5414572042176724,5.413403950117662,2.69407627457286,1.660463300668243,4.265919845864261,2.714306068817678,2.976180139463382,2.3885375405632563,3.141626316951509,-1.3192140111389126,4.787775185734179
0.6273534183152455,1.15440063539658,10,0.1380596851388749,3.82217056433406,1.7522214822888755,2.7885426678107033,1.0840221838205992,3.242784712686101,5.534419381686984,1.2625733237765369,3.645482217184423,5.870391894511788,3.608587900425893,3.778830111562634,3.051973554593884,2.8021131131668366,1.44596764932884,3.32657105219494,1.4235597798432624,1.4501188267790903,1.7557273244708191,2.4915368708629524,2.5361319241806273,0.5291279285401874,2.9233731456375196
0.8036348943115613,-0.3456143382474717,10,2.1991634979314534,1.7184640939965639,0.811570084965034,2.5490189280992066,1.7016531828994392,1.2057352664175864,0.9856582987784686,-0.13416432402107326,4.885024988997768,5.171923197598242,4.300627246813785,2.968646783582299,4.1850929178768475,2.345368271794555,1.0353382400619071,4.343703813266517,2.008260729230865,2.653405014777314,1.662442749198753,3.4477685813749206,1.7339467700209847,1.0456129723692862,-0.9937859566011733
0.6591258530040758,2.735856161934114,10,1.6474947799666921,2.531665402433906,1.6134902124060395,1.5000576856131065,1.2111755929556565,1.1682518817735807,3.5722991965028177,2.0606968361246674,3.386479332349125,2.8478176217796243,6.249332717069192,4.433217148516811,3.1326285667485276,2.9561487369196087,1.022989396162087,3.5336369678790156,1.551047582041054,2.415888938200821,5.24262058378075,4.345893138272757,0.25655358250821103,0.06202036728859939,-0.23356252067195582
0.41063710730371195,3.2110836688193793,10,-0.407394944483668,1.4565118334177005,2.088408877837343,2.0069761611183106,2.14575087237707,-0.09201905376476516,2.671565321287014,0.6316194254490148,2.8980527540684062,3.7733143973955916,5.414907149165961,4.605274889052419,2.9522071604434426,2.8779107235429544,1.7178409419470497,2.9559306632904505,0.8032702537081384,1.8478124583857496,4.456255156074445,2.195139849439222,3.33704073679531,-2.0242539888283226,2.0810935871440033
0.18098369854566965,1.3453851141549769,10,0.8199565802057619,1.3486123764605031,2.017441644304312,1.4221430795104637,1.717381674894813,-0.5018464929328634,5.607490220001272,1.9358021857560248,2.778479125815662,3.921715500512911,3.3116987148594457,4.844935567154135,3.299128971803138,2.4716876669365018,2.0827871468118246,0.8869945968587345,3.4913669543819577,3.03228449251918,1.7019344713445403,4.862248924285777,1.6427324503685394,-2.10010439618994,0.7825352946896029
0.01560949077790541,2.4780986424347895,10,0.9023972271889875,2.532283956510935,0.2071769711810787,2.1609371561953394,2.555392388141821,2.6408338794711406,4.057606929355689,1.9303780564254707,2.9770708727457786,4.050553547337018,1.6884875149078455,3.7921719180121674,4.081686415225446,3.301133378880876,2.1140169763479273,4.759849929649667,4.957105017005423,1.7994560449575356,3.0328276528077436,2.9867628825793444,2.4275454185465164,-0.6720005046297685,1.2251874463551118
1.1106657156950157,1.6397704944231288,10,1.136571714581922,2.2255508144947953,0.627055765043207,1.079658586410663,1.8440797019624982,0.8988985426806682,4.013197450386837,0.41848952934172345,3.9522092493222005,5.572876985564344,5.169576529759592,3.108904528766503,3.8062192440879046,4.416274611181932,1.2462002263408551,2.4166850113527585,2.246891998985312,2.731966138251021,4.656786230848423,3.084206946735182,2.1725122029741355,-0.4970966591895952,-1.134011541465687
0.6270289891696839,2.0868424139052957,10,1.7469019782883632,-0.13152935946999889,0.37304921427755305,0.37279668418843315,2.1305387187865623,3.7706718463870983,4.281949847387243,3.15130618388966,3.668277096809915,3.5269059075650637,4.558373338689365,3.7058518283414954,3.668750208684048,3.302768095805588,1.9186782547042844,2.9421795421023513,4.815700766935805,2.2189504596970133,3.390308552081218,3.306659116510763,0.3080270408286352,-2.0510095791654086,-0.413615056542308
0.1427884438564614,1.1064248985202803,10,1.0702138958821754,0.7890395169522593,1.7729026247830189,2.085906159415278,2.323068308510947,3.788046245914417,2.5427426433328684,2.9605899006324705,5.18504586241165,3.2370168310767062,4.705977119826139,5.326085503313049,6.095035291208776,1.0612761025484638,3.4683195560343236,4.155070121722064,0.6917884496907571,1.4494908634322616,4.636406034260761,3.048844312139677,0.4493943175364379,-1.3204000142080772,0.3941700838226331
1.5620961889915521,0.8998327146048801,10,1.0602328492409525,2.593825648715171,0.6490041960906172,2.283203116711601,1.7253290594330886,2.3117040097915362,3.5842933108183157,6.252277147648787,4.361067071349536,4.584010881599543,5.571077995368038,5.147058341255907,4.700703381069909,1.659409986062113,2.253128947578675,3.9475175118238837,2.2907143704007242,3.2992485742564788,1.746169419329824,1.9673976847143488,0.5276139472962942,0.5919265489828357,1.681197233468462
0.02768316069197818,1.7127603434327088,10,0.0927376851376065,1.1198000640489336,2.101577899126114,0.18041829308554735,1.6917821698154694,1.52662484990385,4.342251028456288,3.1506660183987654,4.722131166529718,6.493551514029168,2.7311104484446727,4.8254373949190255,4.187605957323141,1.7377457962593361,2.0555032488983422,1.8060822837594601,1.8152311414324365,3.601299881544018,1.5154141017098783,1.2525608327254691,3.3625457824038656,-1.1132947100353863,2.9442838423110747
0.0,3.0,11,2.0,3.0,1.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0
0.0,1.0,11,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
1.0,1.0,11,2.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,0.0
1.0,2.0,11,3.0,3.0,0.0,0.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0
1.0,1.0,11,0.0,2.0,2.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0
1.0,1.0,11,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0
0.0,2.0,11,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0
1.0,1.0,11,3.0,0.0,2.0,0.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
0.0,1.0,11,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0
1.0,1.0,11,1.0,1.0,0.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0
1.0,1.0,11,3.0,2.0,0.0,2.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0
0.0,0.0,11,0.0,3.0,1.0,0.0,3.0,1.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0
0.0,0.0,11,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0
1.0,0.0,11,1.0,3.0,1.0,0.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,0.0
0.0,3.0,11,1.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0
0.0,2.0,11,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0
0.0,0.0,11,2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0
1.0,1.0,11,2.0,2.0,0.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0
0.0,0.0,11,1.0,1.0,0.0,1.0,1.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0
1.0,0.0,11,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0
1.0,1.0,11,1.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0
0.0,2.0,11,2.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0
0.0,0.0,11,1.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,2.0,0.0,0.0
0.0,1.0,11,3.0,3.0,1.0,0.0,1.0,2.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0
1.0,1.0,11,2.0,3.0,1.0,0.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0
0.0,1.0,11,1.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0
1.0,2.0,11,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0
0.0,0.0,11,2.0,3.0,1.0,0.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,0.0,0.0
1.0,0.0,11,3.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0
0.0,1.0,11,2.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0
1.0,1.0,11,1.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,0.0,0.0
0.0,1.0,11,1.0,3.0,0.0,0.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0
0.0,1.0,11,3.0,1.0,2.0,0.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0
0.0,1.0,11,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,1.0,0.0,0.0
1.0,1.0,11,1.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0
0.0,0.0,11,1.0,2.0,2.0,1.0,3.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0
0.0,1.0,11,1.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0
